stt,unnamed_1,lĩnh_vực,so_bien_nhan,ngày_tiếp_nhận,han_tra,kêt_qua,ten_co_so,ten_chu_co_so,dia_chi,phuong_xa,quan_huyen,so_gcn_dkkd,loai_hinh_co_so,so_gcn_attp,ngay_cap_gcn_attp,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_dau_tien,ngay_cap_dau_tien,chuyen_vien_thu_ly,ten_co_so_norm,dia_chi_norm,quan_huyen_norm,phuong_xa_norm
2076,,YT,h29.24-230512-0203,2023-05-17,2023-06-15,,đia điem kinh doanh cong ty tnhh chiec muong vang - nha hang the crab shack thao đien,tang ky chanh,14 le van mien,thao đien,thu đuc,,kinh doanh dich vu an uong,2076,2023-05-31,,,,,,đia điem kinh doanh cong ty tnhh chiec muong vang - nha hang the crab shack thao đien,14 le van mien,thu đuc,thao đien
2077,,NN,h29.24-230517-0033,2023-05-18,2023-06-09,,cong ty co phan ca phe nguyen chat tay nguyen,,115 đong van cong,thanh my loi,thu đuc,0315751539,"xay, phoi tron, đong goi: ca phe",2077,2023-05-31,,,,,,cong ty co phan ca phe nguyen chat tay nguyen,115 đong van cong,thu đuc,thanh my loi
2078,,NN,h29.24-230517-0090,2023-05-18,2023-06-09,,cong ty tnhh dzine food solutions,,230 nguyen van huong,thao đien,thu đuc,0316955616,che bien nuoc xot,2078,2023-05-31,,,,,,cong ty tnhh dzine food solutions,230 nguyen van huong,thu đuc,thao đien
2079,,YT,h29.24-230517-0269,2023-05-18,2023-06-16,,cong ty tnhh cloud cuisine,le thai ha,"so 79 đuong so 6, khu pho 4",an khanh,thu đuc,,kinh doanh dich vu an uong,2079,2023-05-31,,,,,,cong ty tnhh cloud cuisine,"so 79 đuong so 6, khu pho 4",thu đuc,an khanh
2080,,CT,h29.24-230509-0195,2023-05-19,2023-06-16,,chi nhanh cong ty tnhh mot thanh vien thuc pham saigon co.op - cua hang co.op food đuong 11 linh xuan,vo thi ngoc huong,"205 đuong so 11, khu pho 4",linh xuan,thu đuc,,ban le nhom san pham theo danh muc,2080,2023-05-31,,,,,,chi nhanh cong ty tnhh mot thanh vien thuc pham saigon co.op - cua hang co.op food đuong 11 linh xuan,"205 đuong so 11, khu pho 4",thu đuc,linh xuan
2081,,YT,h29.24-230518-0040,2023-05-18,2023-06-16,,chi nhanh cong ty tnhh thuong mai dich vu minh nam-nha hang mi na,le thanh liem,lo 35 cong vien phan mem quang trung,tan chanh hiep,12,,kinh doanh dich vu an uong,2081,2023-05-31,,,,,,chi nhanh cong ty tnhh thuong mai dich vu minh nam-nha hang mi na,lo 35 cong vien phan mem quang trung,12,tan chanh hiep
2082,,YT,h29.24-230523-0073,2023-05-24,2023-06-21,,cong ty tnhh san xuat thuong mai dich vu tu van naifood,nguyen ngoc thien,21 ha huy giap,thanh loc,12,,kinh doanh dich vu an uong,2082,2023-05-31,,,,,,cong ty tnhh san xuat thuong mai dich vu tu van naifood,21 ha huy giap,12,thanh loc
2083,,"CT, YT",h29.24-230511-0060,2023-05-16,2023-06-14,,đia điem kinh doanh cua hang so 325 - cong ty tnhh vong tron đo,cheung yiu kwong,47 nguyen hue,ben nghe,1,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,2083,2023-05-31,,,,,,đia điem kinh doanh cua hang so 325 - cong ty tnhh vong tron đo,47 nguyen hue,1,ben nghe
2084,,YT,h29.24-230516-0119,2023-05-17,2023-06-15,,cong ty tnhh dich vu stay with me,nguyen thi thanh xuan,15b/39 le thanh ton,ben nghe,1,,kinh doanh dich vu an uong,2084,2023-05-31,,,,,,cong ty tnhh dich vu stay with me,15b/39 le thanh ton,1,ben nghe
2085,,YT,h29.24-230512-0050,2023-05-16,2023-06-14,,đia điem kinh doanh cong ty tnhh thuong mai va dich vu cuoc song cua toi - cua hang mylife coffee,yen mai linh,so 04 alexandre de rhodes,ben nghe,1,,kinh doanh dich vu an uong,2085,2023-05-31,,,,,,đia điem kinh doanh cong ty tnhh thuong mai va dich vu cuoc song cua toi - cua hang mylife coffee,so 04 alexandre de rhodes,1,ben nghe
2086,,YT,h29.24-230515-0226,2023-05-16,2023-06-14,,chi nhanh cong ty tnhh am thuc d&t,tran ngoc danh,1b ngo van nam,ben nghe,1,,kinh doanh dich vu an uong,2086,2023-05-31,,,,,,chi nhanh cong ty tnhh am thuc d&t,1b ngo van nam,1,ben nghe
2087,,NN,h29.24-230517-0056,2023-05-18,2023-06-08,,chi nhanh cong ty tnhh san xuat thuong mai dich vu đo thanh hien,,"d6/24b duong đinh cuc, ap 4",tan kien,binh chanh,0311602695-001,"che bien ca, thit va cac san pham tu thit",2087,2023-05-31,,,,,,chi nhanh cong ty tnhh san xuat thuong mai dich vu đo thanh hien,"d6/24b duong đinh cuc, ap 4",binh chanh,tan kien
2088,,YT,h29.24-230516-0218,2023-05-18,2023-06-16,,cong ty tnhh isan food and beverage,tran đinh huy,136 pasteur,ben nghe,1,,kinh doanh dich vu an uong,2088,2023-06-01,,,,,,cong ty tnhh isan food and beverage,136 pasteur,1,ben nghe
2089,,YT,h29.24-230516-0147,2023-05-17,2023-06-15,,cong ty tnhh đo uong vibe,pham nguyen phuong oanh,55 huynh thuc khang,ben nghe,1,,kinh doanh dich vu an uong,2089,2023-06-01,,,,,,cong ty tnhh đo uong vibe,55 huynh thuc khang,1,ben nghe
2090,,YT,h29.24-230516-0067,2023-05-17,2023-06-15,,cong ty tnhh đo uong saloon,phan thi quyen,92 pasteur,ben nghe,1,,kinh doanh dich vu an uong,2090,2023-06-01,,,,,,cong ty tnhh đo uong saloon,92 pasteur,1,ben nghe
2091,,"CT, YT",h29.24-230518-0202,2023-05-19,2023-06-16,,đia điem kinh doanh cong ty co phan seven system viet nam,vu thanh tu,"khu vuc tang 1 - sanh trien lam b1, trung tam hoi cho va trien lam sai gon, co đia chi tai so 799 nguyen van linh",tan phu,7,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,2091,2023-06-01,,,,,,đia điem kinh doanh cong ty co phan seven system viet nam,"khu vuc tang 1 - sanh trien lam b1, trung tam hoi cho va trien lam sai gon, co đia chi tai so 799 nguyen van linh",7,tan phu
2092,,YT,h29.24-230518-0037,2023-05-22,2023-06-19,,cong ty tnhh bestar viet nam,pham thanh truc,"shophouse so 028, tang tret, finelife foodstore riviera point, 02 nguyen van tuong, khu pho 3",tan phu,7,,kinh doanh dich vu an uong,2092,2023-06-01,,,,,,cong ty tnhh bestar viet nam,"shophouse so 028, tang tret, finelife foodstore riviera point, 02 nguyen van tuong, khu pho 3",7,tan phu
2093,,YT,h29.24-230519-0201,2023-05-22,2023-06-19,,cong ty tnhh quoc te boss,nguyen thi kim chung,"r4-28, r4-29 le van thiem",tan phong,7,,kinh doanh dich vu an uong,2093,2023-06-01,,,,,,cong ty tnhh quoc te boss,"r4-28, r4-29 le van thiem",7,tan phong
2094,,YT,h29.24-230520-0084,2023-05-22,2023-06-19,,đia điem kinh doanh cong ty co phan thuong mai dich vu the only way - nha hang c.tao - hcm 2,tran viet anh khoi,"cua hieu cr2-09,10 toa nha crescent residence 2, so 107 ton dat tien",tan phu,7,,kinh doanh dich vu an uong,2094,2023-06-01,,,,,,đia điem kinh doanh cong ty co phan thuong mai dich vu the only way - nha hang c.tao - hcm 2,"cua hieu cr2-09,10 toa nha crescent residence 2, so 107 ton dat tien",7,tan phu
2095,,YT,h29.24-230518-0046,2023-05-19,2023-06-19,,chi nhanh cong ty tnhh quoc te le kien,le thanh tung,"gian hang t14 b, tang 3, trung tam mua sam aeon mall - binh tan, so 01 đuong so 17a, khu pho 11",binh tri đong b,binh tan,,kinh doanh dich vu an uong,2095,2023-06-01,,,,,,chi nhanh cong ty tnhh quoc te le kien,"gian hang t14 b, tang 3, trung tam mua sam aeon mall - binh tan, so 01 đuong so 17a, khu pho 11",binh tan,binh tri đong b
2096,,CT,h29.24-230518-0181,2023-05-19,2023-06-16,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 27902,nong van dung,"rs6-sh.10 va rs6-sh.11 tang 1+2 thap rs6, chung cu richstar residence, so 239-241 va 278 đuong hoa binh",hiep tan,tan phu,,ban le nhom san pham theo danh muc,2096,2023-06-01,,,,,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh 27902,"rs6-sh.10 va rs6-sh.11 tang 1+2 thap rs6, chung cu richstar residence, so 239-241 va 278 đuong hoa binh",tan phu,hiep tan
2097,,CT,h29.24-230516-0260,2023-05-19,2023-06-16,,doanh nghiep tu nhan san xuat thuong mai hoan chau,hoang ngoc hoan,84 - 86 đuong dc11,son ky,tan phu,,san xuat bun,2097,2023-06-01,,,,,,doanh nghiep tu nhan san xuat thuong mai hoan chau,84 - 86 đuong dc11,tan phu,son ky
2098,,NN,h29.24-230517-0034,2023-05-19,2023-06-09,,cong ty tnhh tau hu anh lun,,43/34/21 đo thua luong,tan quy,tan phu,0312735627,che bien tau hu,2098,2023-06-01,,,,,,cong ty tnhh tau hu anh lun,43/34/21 đo thua luong,tan phu,tan quy
2099,,YT,h29.24-230516-0200,2023-05-19,2023-06-19,,cua hang nguyen van luong - cong ty tnhh truyen thong nha & đat,nguyen thi bao chau,258 nguyen van luong,11,6,,kinh doanh dich vu an uong,2099,2023-06-01,,,,,,cua hang nguyen van luong - cong ty tnhh truyen thong nha & đat,258 nguyen van luong,6,11
2100,,NN,h29.24-230517-0218,2023-05-19,2023-06-12,,chi nhanh cong ty tnhh thuy hai san bui van xam,,"d3-003.1+2 cho đau moi nong san thuc pham binh đien, đuong quan trong linh",7,8,0317770181-001,kinh doanh thuy hai san,2100,2023-06-01,,,,,,chi nhanh cong ty tnhh thuy hai san bui van xam,"d3-003.1+2 cho đau moi nong san thuc pham binh đien, đuong quan trong linh",8,7
2101,,NN,h29.24-230517-0216,2023-05-19,2023-06-12,,cong ty tnhh kinh doanh ut canh,,"f3:003-006 cho đau moi nong san thuc pham binh đien, nguyen van linh",7,8,0315723771,kinh doanh thuy hai san,2101,2023-06-01,,,,,,cong ty tnhh kinh doanh ut canh,"f3:003-006 cho đau moi nong san thuc pham binh đien, nguyen van linh",8,7
2102,,CT,h29.24-230518-0196,2023-05-19,2023-06-19,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh so 327,pham van trong,639 - 641 ta quang buu,4,8,,ban le nhom san pham theo danh muc,2102,2023-06-01,,,,,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh so 327,639 - 641 ta quang buu,8,4
2103,,NN,h29.24-230517-0275,2023-05-22,2023-06-13,,ho kinh doanh ngoc tran,,166 ta uyen,6,11,41K8012422,"che bien, kinh doanh: heo quay, xa xiu, vit quay, ga quay, ga luoc",2103,2023-06-01,,,,,,ho kinh doanh ngoc tran,166 ta uyen,11,6
2104,,YT,h29.24-230517-0067,2023-05-22,2023-06-19,,cong ty tnhh dich vu nha hang 115,nguyen lam tuan anh,115 nguyen van cu,2,5,,kinh doanh dich vu an uong,2104,2023-06-01,,,,,,cong ty tnhh dich vu nha hang 115,115 nguyen van cu,5,2
2105,,NN,h29.24-230517-0273,2023-05-19,2023-06-12,,cong ty tnhh cung ung hai san nha trang,,439/76 le van quoi,binh tri đong a,binh tan,0317815668,kinh doanh thuy san,2105,2023-06-01,,,,,,cong ty tnhh cung ung hai san nha trang,439/76 le van quoi,binh tan,binh tri đong a
2106,,NN,h29.24-230519-0045,2023-05-22,2023-06-13,,co so che bien gia vi viet khanh,,"933/9 tinh lo 10, khu pho 8",tan tao,binh tan,41W8033359,che bien gia vi,2106,2023-06-01,,,,,,co so che bien gia vi viet khanh,"933/9 tinh lo 10, khu pho 8",binh tan,tan tao
2107,,NN,h29.24-230517-0002,2023-05-19,2023-06-12,,cong ty tnhh thuong mai dich vu phat trien phuoc tin,,166/5/3a-b ly thai to,1,3,0315666555,"so che, đong goi to yen",2107,2023-06-01,,,,,,cong ty tnhh thuong mai dich vu phat trien phuoc tin,166/5/3a-b ly thai to,3,1
2108,,YT,h29.24-230516-0215,2023-05-18,2023-06-16,,chi nhanh cong ty tnhh thuong mai quoc te an viet,le tan bich nguyen,"so 1 no trang long, binh thanh",7,binh thanh,,kinh doanh dich vu an uong,2108,2023-06-01,,,,,,chi nhanh cong ty tnhh thuong mai quoc te an viet,"so 1 no trang long, binh thanh",binh thanh,7
2109,,YT,h29.24-230505-0130,2023-05-22,2023-06-19,,đia điem kinh doanh phe la 446 nguyen thi thap - cong ty co phan phe la,nguyen hoang,446 nguyen thi thap,tan quy,7,,kinh doanh dich vu an uong,2109,2023-06-01,,,,,,đia điem kinh doanh phe la 446 nguyen thi thap - cong ty co phan phe la,446 nguyen thi thap,7,tan quy
2110,,YT,h29.24-230523-0079,2023-05-24,2023-06-21,,đia điem kinh doanh so 3 - cong ty co phan nha hang yeebo,trinh thi hong quan,"lo cr8-1&2a, so 109-111 đuong ton dat tien",tan phu,7,,kinh doanh dich vu an uong,2110,2023-06-01,,,,,,đia điem kinh doanh so 3 - cong ty co phan nha hang yeebo,"lo cr8-1&2a, so 109-111 đuong ton dat tien",7,tan phu
2111,,YT,h29.24-230524-0074,2023-05-24,2023-06-23,,cong ty tnhh mtv nha hang huong lua,phan thanh thi,02 nguyen huu tho,tan hung,7,,kinh doanh dich vu an uong,2111,2023-06-01,,,,,,cong ty tnhh mtv nha hang huong lua,02 nguyen huu tho,7,tan hung
2112,,YT,h29.24-230524-0077,2023-05-25,2023-06-23,,cong ty tnhh san xuat tm dv xnk viko,nguyen thi dung,529a đuong le van luong,tan phong,7,,kinh doanh dich vu an uong,2112,2023-06-01,,,,,,cong ty tnhh san xuat tm dv xnk viko,529a đuong le van luong,7,tan phong
2113,,YT,h29.24-230519-0043,2023-05-23,2023-06-20,,đia điem kinh doanh cong ty tnhh dich vu thuong mai igloo-cua hang tai van hanh mall,quan đai tru,"3-13.1&2, tang 3,tttm van hanh, so 11, đuong su van hanh",12,10,,kinh doanh dich vu an uong,2113,2023-06-01,,,,,,đia điem kinh doanh cong ty tnhh dich vu thuong mai igloo-cua hang tai van hanh mall,"3-13.1&2, tang 3,tttm van hanh, so 11, đuong su van hanh",10,12
2114,,NN,h29.24-230519-0064,2023-05-19,2023-06-12,,cong ty tnhh thuong mai thuc pham le chuong,,48 ngo thi thu minh,2,tan binh,0316338980,kinh doanh thit bo,2114,2023-06-01,,,,,,cong ty tnhh thuong mai thuc pham le chuong,48 ngo thi thu minh,tan binh,2
2115,,NN,h29.24-230505-0086,2023-05-18,2023-06-09,,cong ty tnhh thuc pham trinh pham,,"419, đuong huynh tan phat",thi tran nha be,nha be,0317030821,"kinh doanh: rau,cu, qua, thit, thuy san, trung",2115,2023-06-01,,,,,,cong ty tnhh thuc pham trinh pham,"419, đuong huynh tan phat",nha be,thi tran nha be
2116,,CT,h29.24-230517-0201,2023-05-19,2023-06-19,,đia điem kinh doanh chi nhanh cong ty tnhh thuong mai đau tu viet phap,truong ngoc huyen,"cua hang so 07, 08 tang tret-2 nha chung cu nam sai gon residence",phuoc kien,nha be,,ban le nhom san pham theo danh muc,2116,2023-06-01,,,,,,đia điem kinh doanh chi nhanh cong ty tnhh thuong mai đau tu viet phap,"cua hang so 07, 08 tang tret-2 nha chung cu nam sai gon residence",nha be,phuoc kien
2117,,YT,h29.24-230519-0179,2023-05-22,2023-06-20,,cua hang so 66 - cong ty tnhh gs 25 vietnam,pham hoang minh,"tang tret va tang 1, so 01 hoang du khuong",12,10,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,2117,2023-06-02,,,,,,cua hang so 66 - cong ty tnhh gs 25 vietnam,"tang tret va tang 1, so 01 hoang du khuong",10,12
2118,,YT,h29.24-230518-0137,2023-05-19,2023-06-16,,cong ty tnhh dich vu san xuat nam sao,nguyen thi kim nhung,139 đuong so 14,8,go vap,,san xuat nuoc đa vien dung lien,2118,2023-06-02,,,,,,cong ty tnhh dich vu san xuat nam sao,139 đuong so 14,go vap,8
2119,,YT,h29.24-230517-0084,2023-05-18,2023-06-16,,đia điem kinh doanh - chi nhanh cong ty co phan thuong mai dich vu cong vang (tp ha noi) – nha hang kichi kichi,ha thuc tu,197 nguyen van troi,10,phu nhuan,,kinh doanh dich vu an uong,2119,2023-06-02,,,,,,đia điem kinh doanh - chi nhanh cong ty co phan thuong mai dich vu cong vang (tp ha noi) – nha hang kichi kichi,197 nguyen van troi,phu nhuan,10
2120,,YT,h29.24-230518-0235,2023-05-19,2023-06-16,,cong ty tnhh mtv tran vy phat,ngo quynh trang,so 54-56 nguyen đinh chinh,15,phu nhuan,,kinh doanh dich vu an uong,2120,2023-06-02,,,,,,cong ty tnhh mtv tran vy phat,so 54-56 nguyen đinh chinh,phu nhuan,15
2121,,YT,h29.24-230519-0057,2023-05-19,2023-06-16,,chi nhanh cong ty co phan thuong mai phu nhuan-nha hang hoa vien tri ky,nguyen van dung,123 hong ha,9,phu nhuan,,kinh doanh dich vu an uong,2121,2023-06-02,,,,,,chi nhanh cong ty co phan thuong mai phu nhuan-nha hang hoa vien tri ky,123 hong ha,phu nhuan,9
2122,,NN,h29.24-230510-0054,2023-05-19,2023-06-12,,cong ty co phan cang transimex,,"429/8 đuong song hanh ha noi, khu pho 7",truong tho,thu đuc,0317656055,"cat, đong goi thit; kho lanh bao nong, lam, thuy san",2122,2023-06-02,,,,,,cong ty co phan cang transimex,"429/8 đuong song hanh ha noi, khu pho 7",thu đuc,truong tho
2123,,CT,h29.24-230519-0087,2023-05-19,2023-06-19,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - kho bach hoa xanh online 11612,nong van dung,km9 xa lo ha noi,truong tho,thu đuc,,ban le nhom san pham theo danh muc,2123,2023-06-02,,,,,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - kho bach hoa xanh online 11612,km9 xa lo ha noi,thu đuc,truong tho
2124,,"CT, YT",h29.24-230419-0133,2023-05-24,2023-06-21,,đia điem kinh doanh winmart+ hcm 576 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,pham thi thu huong,121-123-125-127 nguyen quy anh,tan son nhi,tan phu,,ban le nhom san pham theo danh muc; kinh doanh dich vu an uong,2124,2023-06-02,,,,,,đia điem kinh doanh winmart+ hcm 576 - chi nhanh ho chi minh - cong ty co phan dich vu thuong mai tong hop wincommerce,121-123-125-127 nguyen quy anh,tan phu,tan son nhi
2125,,YT,h29.24-230515-0267,2023-05-23,2023-06-20,,cong ty tnhh thuong mai dich vu nha hang lang nuong nam bo,nguyen ngoc thu,615a au co,hoa thanh,tan phu,,kinh doanh dich vu an uong,2125,2023-06-02,,,,,,cong ty tnhh thuong mai dich vu nha hang lang nuong nam bo,615a au co,tan phu,hoa thanh
2126,,YT,h29.24-230509-0209,2023-05-22,2023-06-20,,đia điem kinh doanh - cong ty tnhh one touch international,đang quoc chuong,"l5-24,26 tang 5, toa nha estella place, 88 song hanh",an phu,thu đuc,,kinh doanh dich vu an uong,2126,2023-06-02,,,,,,đia điem kinh doanh - cong ty tnhh one touch international,"l5-24,26 tang 5, toa nha estella place, 88 song hanh",thu đuc,an phu
2127,,NN,h29.24-230515-0161,2023-05-19,2023-06-12,,chi nhanh cong ty tnhh tap đoan rita vo,,5a đuong so 3,an phu,thu đuc,0302802627-007,"rang, xay, đong goi ca phe",2127,2023-06-02,,,,,,chi nhanh cong ty tnhh tap đoan rita vo,5a đuong so 3,thu đuc,an phu
2128,,NN,h29.24-230519-0095,2023-05-19,2023-06-12,,cong ty tnhh thuong mai dich vu chu nam,,"10c đuong 225a, khu pho 3",tan phu,thu đuc,0317524059,"kinh doanh rau, cu, qua",2128,2023-06-02,,,,,,cong ty tnhh thuong mai dich vu chu nam,"10c đuong 225a, khu pho 3",thu đuc,tan phu
2129,,CT,h29.24-230518-0192,2023-05-19,2023-06-19,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh so 305,pham van trong,623g - 623h đo xuan hop,phuoc long b,thu đuc,,ban le nhom san pham theo danh muc,2129,2023-06-02,,,,,,đia điem kinh doanh cong ty co phan thuong mai bach hoa xanh - cua hang bach hoa xanh so 305,623g - 623h đo xuan hop,thu đuc,phuoc long b
2130,,NN,h29.24-230523-0047,2023-05-24,2023-06-15,,cong ty tnhh san xuat che bien gio cha hien khanh,,"35-37 đuong 17, khu pho 3",hiep binh phuoc,thu đuc,0317542001,"che bien: gio cha, cha (chen)",2130,2023-06-02,,,,,,cong ty tnhh san xuat che bien gio cha hien khanh,"35-37 đuong 17, khu pho 3",thu đuc,hiep binh phuoc
2131,,NN,h29.24-230523-0240,2023-05-25,2023-06-16,,cong ty tnhh tm - dv - nha hang hai san ky quang,,"so 82 đuong 18, khu pho 3",hiep binh chanh,thu đuc,0315933352,kinh doanh thuy hai san tuoi song,2131,2023-06-02,,,,,,cong ty tnhh tm - dv - nha hang hai san ky quang,"so 82 đuong 18, khu pho 3",thu đuc,hiep binh chanh
2132,,YT,h29.24-230523-0011,2023-05-24,2023-06-22,,cong ty tnhh dich vu jamminshu,đoan thi ngoc bich,8a/a 19 thai van lung,ben nghe,1,,kinh doanh dich vu an uong,2132,2023-06-02,,,,,,cong ty tnhh dich vu jamminshu,8a/a 19 thai van lung,1,ben nghe
2133,,YT,h29.24-230519-0079,2023-05-24,2023-06-21,,đia điem kinh doanh cong ty co phan đau tu va phat trien sai gon investment - cua hang trung nguyen legend,vo đinh cuong,06 mac đinh chi,ben nghe,1,,kinh doanh dich vu an uong,2133,2023-06-02,,,,,,đia điem kinh doanh cong ty co phan đau tu va phat trien sai gon investment - cua hang trung nguyen legend,06 mac đinh chi,1,ben nghe
2134,,YT,h29.24-230519-0060,2023-05-19,2023-06-19,,chi nhanh sen đai viet cong ty tnhh hao hung - nha hang lua đai viet,nguyen van vu truong giang,226-228 bui vien,pham ngu lao,1,,kinh doanh dich vu an uong,2134,2023-06-02,,,,,,chi nhanh sen đai viet cong ty tnhh hao hung - nha hang lua đai viet,226-228 bui vien,1,pham ngu lao
2135,,YT,h29.24-230516-0208,2023-05-19,2023-06-19,,chi nhanh cong ty tnhh am thuc chay ba xa,ho hoang tham,245/5 nguyen trai,nguyen cu trinh,1,,kinh doanh dich vu an uong,2135,2023-06-02,,,,,,chi nhanh cong ty tnhh am thuc chay ba xa,245/5 nguyen trai,1,nguyen cu trinh
2136,,YT,h29.24-230518-0258,2023-05-19,2023-06-19,,chi nhanh cong ty tnhh đau tu va phat trien gia khang - khach san gk trung tam,đo thanh binh,92-94 ly tu trong,ben thanh,1,,kinh doanh dich vu an uong,2136,2023-06-02,,,,,,chi nhanh cong ty tnhh đau tu va phat trien gia khang - khach san gk trung tam,92-94 ly tu trong,1,ben thanh
2137,,"CT, NN, YT",h29.24-230518-0050,2023-06-02,2023-06-06,Cấp đổi,finelife foodstore ha đo,ngo trieu duong,"tang 1-toa nha orchid, du an hado centrosa garden, so 200, đuong 3/2",12,10,,"so che, đong goi trai cay; ban le nhom san pham theo danh muc; kinh doanh dich vu an uong",2137,2023-06-05,6412.0,2022-12-21,,,,finelife foodstore ha đo,"tang 1-toa nha orchid, du an hado centrosa garden, so 200, đuong 3/2",10,12
2138,,YT,h29.24-230522-0203,2023-05-22,2023-06-20,,cong ty tnhh dich vu giai tri huong que,đao thi thu huong,"so 10-12, đuong so 24",11,6,,kinh doanh dich vu an uong,2138,2023-06-05,,,,,,cong ty tnhh dich vu giai tri huong que,"so 10-12, đuong so 24",6,11
2139,,YT,h29.24-230517-0234,2023-05-19,2023-06-16,,cong ty tnhh novuz - đia điem kinh doanh 195/10e đien bien phu,nguyen thi duong,195/10e đien bien phu,15,binh thanh,,kinh doanh dich vu an uong,2139,2023-06-05,,,,,,cong ty tnhh novuz - đia điem kinh doanh 195/10e đien bien phu,195/10e đien bien phu,binh thanh,15
