stt,unnamed_1,linh_vuc,so_tiep_nhan,ngay_tiep_nhan,han_tra,ket_qua,ten_co_so,chu_co_so,đia_chi,tpphuongxathi_xathi_tran,quan_huyen,so_gcn_đkkd,loai_hinh_kinh_doanh,so_gcn_cap_moi_nhat,ngay_cap_moi_nhat,so_gcn_cap_lan_2,ngay_cap_lan_2,so_gcn_cap_đau_tien,ngay_cap,chuyen_vien_thu_ly,tinh_thanh
2962,,CT,,2023-07-14,2023-08-14,,CỬA HÀNG CO.OP FOOD SUNVIEW,VÕ THỊ NGỌC HƯỜNG,"Căn kinh doanh - dịch vụ số 0.11 - 0.12 - Chung cư phường Hiệp Bình Phước - Tam Bình, đường Gò Dưa",Hiệp Bình Phước,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục,2962,2023-07-24,,,,,,Ho Chi Minh
2963,,NN,,2023-07-14,2023-08-01,,CÔNG TY TNHH RAU QUẢ BẢO PHƯƠNG,,"114/60 Ngô Chí Quốc, Khu phố 2",Bình Chiểu,Thủ Đức,309542470.0,Kinh doanh trái cây,2963,2023-07-24,,,,,,Ho Chi Minh
2964,,YT,,2023-07-14,2023-08-14,,THÈM GÌ CŨNG CÓ - ĐỊA ĐIỂM KINH DOANH SỐ 6 CÔNG TY TNHH NNB TOWN,HOA TRẦN NGỌC BÍCH,350 Thống Nhất,16,Gò Vấp,,Kinh doanh dịch vụ ăn uống,2964,2023-07-24,,,,,,Ho Chi Minh
2965,,YT,,2023-07-11,2023-08-08,,CỬA HÀNG SỐ 11 - CÔNG TY TNHH BÁNH NGỌT CJ VIỆT NAM ,KIM JAE YOUNG,"Nhà dịch vụ (Cửa hàng thông hai tầng) C2-SH.02 tòa Central 2 Vinhomes Central Park, 720A đường Điện Biên Phủ",22,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,2965,2023-07-24,,,,,,Ho Chi Minh
2966,,YT,,2023-07-11,2023-08-09,,CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH - CÔNG TY TNHH VẬN TẢI THƯƠNG MẠI LONG VÂN LIMOUSINE,LÊ THỊ MỸ LINH,Số 152 Chu Văn An,26,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,2966,2023-07-24,,,,,,Ho Chi Minh
2967,,"CT, YT",,2023-07-13,2023-08-11,,CỬA HÀNG SỐ 78 - CÔNG TY TNHH GS 25 VIETNAM,PHẠM HOÀNG MINH,"số 49L, đường Phan Đăng Lưu",3,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,2967,2023-07-24,,,,,,Ho Chi Minh
2968,,"YT, NN",,2023-07-13,2023-07-11,,HỘ KINH DOANH THÀNH PHÁT,NGUYỄN THỊ RỊ,F3/28B ấp 6,Vĩnh Lộc B,Bình Chánh,,Sản xuất nước đá viên dùng liền (nước đá viên); Sản xuất nước đá cây dùng để ướp thực phẩm,2968,2023-07-24,,,,,,Ho Chi Minh
2969,,CT,,2023-07-13,2023-07-11,,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI THUẬN GIANG,LÝ TRANH VIỄN,"E6/29 Võ Hữu Lợi, Ấp 5",Lê Minh Xuân,Bình Chánh,,"Sản xuất: bánh phồng tôm, mì sợi, bột gạo rang các loại",2969,2023-07-24,,,,,,Ho Chi Minh
2970,,NN,,2023-07-14,2023-08-01,,HỘ KINH DOANH HỒNG PHÁT 2,,"D9/270 Quốc lộ 50, Ấp 4",Phong Phú,Bình Chánh,,"Chế biến heo quay, vịt quay, gà quay",2970,2023-07-24,,,,,,Ho Chi Minh
2971,,CT,,2023-07-17,2023-08-14,,ĐỊA ĐIỂM KINH DOANH KHẢI SAN FOOD GARDEN GATE - CÔNG TY TNHH THƯƠNG MẠI GIAO NHẬN VẬN TẢI HNT,NGUYỄN THỊ THẢO NGÂN,"1.28A - Khu thương mại - Dịch vụ - Officetel, số 08 Hoàng Minh Giám",9,Phú Nhuận,,Bán lẻ nhóm sản phẩm theo danh mục,2971,2023-07-24,,,,,,Ho Chi Minh
2972,,NN,,2023-07-14,2023-08-01,,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI NTP FOOD,,Số 16/6 Đường 297,Phước Long B,Thủ Đức,317877093.0,"Chế biến: bánh mì pate, xôi pate",2972,2023-07-24,,,,,,Ho Chi Minh
2973,,CT,,2023-07-14,2023-08-14,,CHI NHÁNH CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ NHẬT MINH BAKERY,PHẠM THỊ THANH THÙY TRÂM,"52 Ngô Quyền, Tổ 2, Khu phố 2",Hiệp Phú,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục,2973,2023-07-24,,,,,,Ho Chi Minh
2974,,NN,,2023-07-14,2023-08-01,,HỘ KINH DOANH TRƯỜNG AN,,329 Lê Văn Việt,Hiệp Phú,Thủ Đức,,Chế biến giò chả,2974,2023-07-24,,,,,,Ho Chi Minh
2975,,YT,,2023-07-13,2023-08-11,,DNTN NHÀ HÀNG NHƠN HÒA,NGUYỄN THÀNH NGHĨA,1097 Phạm Thế Hiển,5,8,,Kinh doanh dịch vụ ăn uống,2975,2023-07-24,,,,,,Ho Chi Minh
2976,,CT,,2023-07-24,2023-07-26,Cấp đổi,ĐỊA ĐIỂM KINH DOANH WINMART+ HCM 63 - CHI NHÁNH HỒ CHÍ MINH - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,PHẠM THỊ THU HƯƠNG,"1.11, Tầng 1, Tòa nhà chung cư S2.05, Khu A - Dự án Khu dân cư và công viên Phước Thiện, 512 Nguyễn Xiển, khu phố Long Hòa",Long Thạnh Mỹ,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục,2976,2023-07-25,27740.0,2021-11-05,,,,Ho Chi Minh
2977,,NN,,2023-07-17,2023-08-02,,ĐIỂM KINH DOANH CÔNG TY TNHH NÔNG SẢN QUẢNG NINH 168 TẠI THÀNH PHỐ THỦ ĐỨC,,"Số 16-17 Đường 128, Khu phố 4",Phước Long A,Thủ Đức,,"Đóng gói, kinh doanh: rau, củ, quả",2977,2023-07-25,,,,,,Ho Chi Minh
2978,,YT,,2023-07-17,2023-08-14,,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NGỌC HUỆ,NGUYỄN THỊ BÁCH HUỆ,314 Nguyễn Trãi,8,5,,Kinh doanh dịch vụ ăn uống,2978,2023-07-25,,,,,,Ho Chi Minh
2979,,YT,,2023-07-17,2023-08-15,,CÔNG TY TNHH ĐÀ LẠT PHỐ COFFEE,NGUYỄN HOÀNG PHI,153 Huỳnh Mẫn Đạt,8,5,,Kinh doanh dịch vụ ăn uống,2979,2023-07-25,,,,,,Ho Chi Minh
2980,,NN,,2023-07-17,2023-08-02,,CÔNG TY TNHH THƯƠNG MẠI VINA SERVICES,,86/4 Trần Hưng Đạo,7,5,314904334.0,Kinh doanh thịt,2980,2023-07-25,,,,,,Ho Chi Minh
2981,,YT,,2023-07-18,2023-08-16,,CỬA HÀNG LOTTERIA CHÂU VĂN LIÊM,LEE WOO JU,66 Đường Mạc Cửu - 67 Đường Vạn Kiếp,13,5,,Kinh doanh dịch vụ ăn uống,2981,2023-07-25,,,,,,Ho Chi Minh
2982,,NN,,2023-07-17,2023-08-02,,CÔNG TY TNHH GÒ DƯA,,571 Kha Vạn Cân ,Linh Đông,Thủ Đức,313441161.0,Kinh doanh thủy sản,2982,2023-07-25,,,,,,Ho Chi Minh
2983,,CT,,2023-07-17,2023-08-15,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH - CỬA HÀNG BÁCH HÓA XANH SỐ 328,NÔNG VĂN DŨNG,"173A Đặng Thúc Vịnh, Ấp 7",Đông Thạnh,Hóc Môn,,Bán lẻ nhóm sản phẩm theo danh mục,2983,2023-07-25,,,,,,Ho Chi Minh
2984,,YT,,2023-07-17,2023-08-15,,ĐỊA ĐIỂM KINH DOANH 215 - CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN,LÊ THÁI ANH,1/71 Lê Thị Hà,Tân Xuân,Hóc Môn,,Kinh doanh dịch vụ ăn uống,2984,2023-07-25,,,,,,Ho Chi Minh
2985,,YT,,2023-07-13,2023-08-11,,ĐỊA ĐIỂM KINH DOANH SỐ 48 - CHI NHÁNH TẠI THÀNH PHỐ HỒ CHÍ MINH - CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TACO VIỆT NAM,TRƯƠNG THỊ THANH HUYỀN,"163B đường Trường Chinh, Khu Phố 3",Tân Thới Nhất,12,,Kinh doanh dịch vụ ăn uống,2985,2023-07-25,,,,,,Ho Chi Minh
2986,,YT,,2023-07-14,2023-08-14,,THÈM GÌ CŨNG CÓ - ĐỊA ĐIỂM KINH DOANH SỐ 5 CÔNG TY TNHH NNB TOWN,HOA TRẦN NGỌC BÍCH,703 Nguyễn Văn Quá,Đông Hưng Thuận,12,,Kinh doanh dịch vụ ăn uống,2986,2023-07-25,,,,,,Ho Chi Minh
2987,,YT,,2023-07-11,2023-08-09,,CÔNG TY TNHH DV ĂN UỐNG THANH BÌNH,NGUYỄN MINH CHÂU,140 Lê Thánh Tôn,Bến Thành,1,,Kinh doanh dịch vụ ăn uống,2987,2023-07-25,,,,,,Ho Chi Minh
2988,,YT,,2023-07-11,2023-08-09,,CÔNG TY TNHH SAN LAO,TRẦN ĐÌNH CHUYÊN,170 Cống Quỳnh,Phạm Ngũ Lão,1,,Kinh doanh dịch vụ ăn uống,2988,2023-07-25,,,,,,Ho Chi Minh
2989,,"CT, YT",,2023-07-11,2023-08-09,,CỬA HÀNG SỐ 75 - CÔNG TY TNHH GS 25 VIETNAM,PHẠM HOÀNG MINH,Số 21B/4 (Tầng 1) Nguyễn Đình Chiểu,Đa Kao,1,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,2989,2023-07-25,,,,,,Ho Chi Minh
2990,,"CT, YT",,2023-07-11,2023-08-09,,CỬA HÀNG SỐ 70 - CÔNG TY TNHH GS 25 VIETNAM,PHẠM HOÀNG MINH,Số 79 đường Nguyễn Công Trứ,Nguyễn Thái Bình,1,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,2990,2023-07-25,,,,,,Ho Chi Minh
2991,,YT,,2023-07-14,2023-08-14,,CỬA HÀNG LOTTERIA BÌNH PHÚ,LEE WOO JU,211-213 đường Bình Phú,11,6,,Kinh doanh dịch vụ ăn uống,2991,2023-07-25,,,,,,Ho Chi Minh
2992,,NN,,2023-07-17,2023-08-02,,ĐỊA ĐIỂM KINH DOANH SỐ 4 - CÔNG TY CỔ PHẦN ĐẦU TƯ ORGANICA,,"T212, đường số 7",An Phú,Thủ Đức,,"Đóng gói: rau, củ, quả, nấm khô, tinh bột nghệ, hạt khô, đường, muối; Sấy, đóng gói: hoa cúc, hoa đậu biếc",2992,2023-07-25,,,,,,Ho Chi Minh
2993,,NN,,2023-07-17,2023-08-02,,CÔNG TY TNHH THỰC PHẨM HI-Q VIỆT NAM,,Số 57 Nguyễn Khoa Đăng,Thạnh Mỹ Lợi,Thủ Đức,317795122.0,"Cắt, đóng gói, kinh doanh thịt",2993,2023-07-25,,,,,,Ho Chi Minh
2994,,"CT, YT",,2023-07-14,2023-08-14,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH CỬA HÀNG TIỆN LỢI GIA ĐÌNH VIỆT NAM - CỬA HÀNG FAMILYMART 11 XUÂN THỦY,KIRIMURA AKIRA,11 Xuân Thủy,Thảo Điền,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,2994,2023-07-25,,,,,,Ho Chi Minh
2995,,YT,,2023-07-17,2023-08-14,,CÔNG TY TNHH ẨM THỰC HÂN HÀ,VÕ NGỌC HÂN,186 Tôn Đản,8,4,,Kinh doanh dịch vụ ăn uống,2995,2023-07-25,,,,,,Ho Chi Minh
2996,,CT,,2023-07-25,2023-07-27,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG VISSAN - CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN - TRUNG TÂM KINH DOANH CỬA HÀNG VISSAN,LÊ THỊ HOÀNG NGÂN,79-81 Thống Nhất,Tân Thành,Tân Phú,,Bán lẻ nhóm sản phẩm theo danh mục,2996,2023-07-26,20300.0,2022-07-25,,,,Ho Chi Minh
2997,,YT,,2023-07-17,2023-08-15,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU HOA CÁT,NGUYỄN THỊ THÙY TRANG,348 Tự Lập,4,Tân Bình,,Kinh doanh dịch vụ ăn uống,2997,2023-07-26,,,,,,Ho Chi Minh
2998,,YT,,2023-07-17,2023-08-15,,GÀ RÁN POPEYES ĐỊA ĐIỂM KINH DOANH – CÔNG TY TNHH DỊCH VỤ THỰC PHẨM VÀ GIẢI KHÁT VIỆT NAM,VÕ THỊ PHI PHƯƠNG,75 Đồng Đen,12,Tân Bình,,Kinh doanh dịch vụ ăn uống,2998,2023-07-26,,,,,,Ho Chi Minh
2999,,NN,,2023-07-18,2023-08-03,,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VÀ VẬN TẢI MẠNH ANH KIỆT,,124A Phạm Văn Hai,2,Tân Bình,305289280.0,Kinh doanh trái cây,2999,2023-07-26,,,,,,Ho Chi Minh
3000,,NN,,2023-07-18,2023-08-03,,CHI NHÁNH CÔNG TY TNHH ATLAS FINEFOOD VIỆT NAM,,19B Nguyễn Cảnh Dị,4,Tân Bình,,"Kinh doanh: rau, củ, quả khô",3000,2023-07-26,,,,,,Ho Chi Minh
3001,,NN,,2023-07-18,2023-08-03,,CÔNG TY TNHH MỘT THÀNH VIÊN TMDV QUỐC DŨNG,,"Số 1/2 đường số 5, khu phố 2",Linh Xuân,Thủ Đức,312813794.0,"Kinh doanh: rau, củ, quả, thịt, thủy sản, trứng",3001,2023-07-26,,,,,,Ho Chi Minh
3002,,YT,,2023-07-14,2023-08-14,,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU - CUNG CẤP SUẤT ĂN VÀ DỊCH VỤ ĂN UỐNG HỒNG PHÚC,TRẦN MỸ THOA,830 Nguyễn Duy,12,8,,Kinh doanh dịch vụ ăn uống,3002,2023-07-26,,,,,,Ho Chi Minh
3003,,NN,,2023-07-19,2023-08-04,,CÔNG TY TNHH GIỐNG CÂY TRỒNG KIM HƯNG PHÚ,,110/43/18 Bà Hom,13,6,303611632.0,Kinh doanh trái cây,3003,2023-07-26,,,,,,Ho Chi Minh
3004,,NN,,2023-07-18,2023-08-03,,CÔNG TY TNHH KINH DOANH ĂN UỐNG HƯƠNG VỊ VIỆT,,32-34 Nguyễn Xuân Khoát,Tân Sơn Nhì,Tân Phú,316915892.0,"Chế biến món ăn sẵn: thịt luộc, nước hầm xương",3004,2023-07-26,,,,,,Ho Chi Minh
3005,,YT,,2023-07-18,2023-08-16,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH BAKEHOUSE VIỆT NAM,NISAKORN ANUTIPMONGKOL,"Gian hàng số L2-20/20A, tòa nhà Saigon Centre, 67 Lê Lợi.",Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,3005,2023-07-26,,,,,,Ho Chi Minh
3006,,YT,,2023-07-14,2023-08-14,,ĐỊA ĐIỂM KINH DOANH NHÀ HÀNG SORAE - CÔNG TY CỔ PHẦN D1 CONCEPTS,NGUYỄN THÁI BÌNH,"Tầng 51, Tháp tài Chính Bitexco, Số 02 Đường Hải Triều",Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,3006,2023-07-26,,,,,,Ho Chi Minh
3007,,YT,,2023-07-14,2023-08-14,,CHI NHÁNH CÔNG TY TNHH LITTLE HÀ NỘI,LÊ PHƯƠNG NHUNG,"Tầng 2 và Tầng 3, Số 169 Đường Ký Con",Nguyễn Thái Bình,1,,Kinh doanh dịch vụ ăn uống,3007,2023-07-26,,,,,,Ho Chi Minh
3008,,YT,,2023-07-14,2023-08-14,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH LOTTERIA VIỆT NAM - CỬA HÀNG LOTTERIA NGUYỄN VĂN CỪ,LEE WOO JU,330 Trần Hưng Đạo,Nguyễn Cư Trinh,1,,Kinh doanh dịch vụ ăn uống,3008,2023-07-26,,,,,,Ho Chi Minh
3009,,YT,,2023-07-14,2023-08-14,,CÔNG TY TNHH NHÀ HÀNG THE BIRDCAGE,NGUYỄN ÁNH LOAN,"Tầng 2, Số 55/1 Huỳnh Thúc Kháng",Bến Nghé,1,,Kinh doanh dịch vụ ăn uống,3009,2023-07-26,,,,,,Ho Chi Minh
3010,,YT,,2023-07-18,2023-08-16,,ĐỊA ĐIỂM KINH DOANH IPPUDO SỐ 01 - CHI NHÁNH CÔNG TY CỔ PHẦN PIZZA 4PS - NHÀ HÀNG PIZZA 4PS QUẬN 7,YOSUKE MASUKO,"1-3 MD2, Khu A Đô Thị Nam thành phố, đường Nguyễn Văn Linh",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,3010,2023-07-26,,,,,,Ho Chi Minh
3011,,"CT, YT",,2023-07-19,2023-08-17,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN SEVEN SYSTEM VIỆT NAM ,VŨ THANH TÚ,"Tầng Trệt, Số 2.1 Đường NB2, Khu Dân Cư Phú Thuận (La Casa)",Phú Thuận,7,,Bán lẻ nhóm sản phẩm theo danh mục; Kinh doanh dịch vụ ăn uống,3011,2023-07-26,,,,,,Ho Chi Minh
3012,,YT,,2023-07-20,2023-08-17,,ĐỊA ĐIỂM KINH DOANH CÔNG TY CỔ PHẦN HINOKO,TRẦN PHÚC LONG,"2F-38B, 39A tầng 2 Crescent Mall, 101 đường Tôn Dật Tiên",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,3012,2023-07-26,,,,,,Ho Chi Minh
3013,,YT,,2023-07-17,2023-08-15,,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG SỐ 02 - CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ NHÀ HÀNG HỮU DUYÊN,NGUYỄN THỊ MAI,"E0.03 Tầng 1+2, số 22/3 Đường Tân Phú, Lô M8, Khu phố Phú Mỹ Hưng - Midtown",Tân Phú,7,,Kinh doanh dịch vụ ăn uống,3013,2023-07-26,,,,,,Ho Chi Minh
3014,,CT,,2023-07-25,2023-07-27,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG VISSAN - CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN - TRUNG TÂM KINH DOANH CỬA HÀNG VISSAN,LÊ THỊ HOÀNG NGÂN,19 Lê Thạch,13,4,,Bán lẻ nhóm sản phẩm theo danh mục,3014,2023-07-26,25770.0,2022-05-24,,,,Ho Chi Minh
3015,,CT,,2023-07-25,2023-07-27,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG VISSAN - CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN - TRUNG TÂM KINH DOANH CỬA HÀNG VISSAN,LÊ THỊ HOÀNG NGÂN,1/14B Thống Nhất (Đường Nguyễn Văn Lượng cũ),11,Gò Vấp,,Bán lẻ nhóm sản phẩm theo danh mục,3015,2023-07-26,13630.0,2023-04-14,,,,Ho Chi Minh
3016,,CT,,2023-07-25,2023-07-27,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG VISSAN - CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN - TRUNG TÂM KINH DOANH CỬA HÀNG VISSAN,LÊ THỊ HOÀNG NGÂN,340-342-344 Bùi Hữu Nghĩa,2,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục,3016,2023-07-26,18150.0,2022-04-08,,,,Ho Chi Minh
3017,,CT,,2023-07-25,2023-07-27,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG VISSAN - CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN - TRUNG TÂM KINH DOANH CỬA HÀNG VISSAN,LÊ THỊ HOÀNG NGÂN,320-320 Bis Bạch Đằng,14,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục,3017,2023-07-26,10850.0,2022-03-01,,,,Ho Chi Minh
3018,,CT,,2023-07-25,2023-07-27,Cấp đổi,ĐỊA ĐIỂM KINH DOANH CỬA HÀNG VISSAN - CHI NHÁNH CÔNG TY CỔ PHẦN VIỆT NAM KỸ NGHỆ SÚC SẢN - TRUNG TÂM KINH DOANH CỬA HÀNG VISSAN,LÊ THỊ HOÀNG NGÂN,754 Xô Viết Nghệ Tĩnh,25,Bình Thạnh,,Bán lẻ nhóm sản phẩm theo danh mục,3018,2023-07-26,1420.0,2023-01-09,,,,Ho Chi Minh
3019,,CT,,2023-07-12,2023-08-10,,CÔNG TY CỔ PHẦN BON GROCER,HOÀNG VIỆT TRUNG,"Tầng B1 Tòa nhà Léman Luxury Apartments, Số 20 Trương Định",Võ Thị Sáu,3,,Bán lẻ nhóm sản phẩm theo danh mục,3019,2023-07-26,,,,,,Ho Chi Minh
3020,,CT,,2023-07-17,2023-08-15,,ĐỊA ĐIỂM KINH DOANH SỐ 034 – CÔNG TY CỔ PHẦN KING FOOD MARKET,NGUYỄN THỊ NGỌC THÚY,Số 511 đường Quốc lộ 50,Bình Hưng,Bình Chánh,,Bán lẻ nhóm sản phẩm theo danh mục,3020,2023-07-26,,,,,,Ho Chi Minh
3021,,CT,,2023-07-18,2023-08-16,,CÔNG TY TNHH THỰC PHẨM HOÀN MỸ,NGUYỄN NGỌC PHƯƠNG UYÊN,384/1A -1B Nam Kỳ Khởi Nghĩa,Võ Thị Sáu,3,,Bán lẻ nhóm sản phẩm theo danh mục,3021,2023-07-26,,,,,,Ho Chi Minh
3022,,NN,,2023-07-17,2023-08-02,,HỘ KINH DOANH KIM PHÁT VN,,F44/68 Ấp 6,Hưng Long,Bình Chánh,,"Chế biến, đóng gói: khô bò, khô heo, khô trâu, thanh ngũ cốc, thanh gạo lứt, rong biển kẹp ngũ cốc các loại",3022,2023-07-26,,,,,,Ho Chi Minh
3023,,YT,,2023-07-17,2023-08-15,,CÔNG TY TNHH THƯƠNG MẠI MONACO,TRẦN MINH HỒNG,B5/33C Đường Võ Văn Vân,Vĩnh Lộc B,Bình Chánh,,Kinh doanh dịch vụ ăn uống,3023,2023-07-26,,,,,,Ho Chi Minh
3024,,CT,,2023-07-18,2023-08-16,,ĐỊA ĐIỂM KINH DOANH CHI NHÁNH – CÔNG TY TNHH CÀ PHÊ LÀ VIỆT,TRẦN NHẬT QUANG,6D Trần Quang Diệu,13,3,,Sản xuất nước giải khát (cà phê đóng chai),3024,2023-07-26,,,,,,Ho Chi Minh
3025,,CT,,2023-07-17,2023-08-15,,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN THỰC PHẨM SAIGON CO.OP - CỬA HÀNG CO.OP FOOD 431 NGUYỄN THỊ ĐỊNH,VÕ THỊ NGỌC HƯỜNG,Số 431 Nguyễn Thị Định,Cát Lái,Thủ Đức,,Bán lẻ nhóm sản phẩm theo danh mục,3025,2023-07-26,,,,,,Ho Chi Minh
3026,,YT,,2023-07-14,2023-08-14,,CÔNG TY TNHH TOFU VILLAGE,LEE JUNSEOK,"01 Đường số 4, Khu phố 1",Thảo Điền,Thủ Đức,,Kinh doanh dịch vụ ăn uống,3026,2023-07-26,,,,,,Ho Chi Minh
3027,,YT,,2023-07-14,2023-08-14,,ĐỊA ĐIỂM KINH DOANH - CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ FARMI,HỒ TÙNG LÂM,Số 46-48-50-52 Đường B4,An Lợi Đông,Thủ Đức,,Kinh doanh dịch vụ ăn uống,3027,2023-07-26,,,,,,Ho Chi Minh
3028,,YT,,2023-07-17,2023-08-15,,ĐỊA ĐIỂM KINH DOANH CAFÉ KATINAT 440 LÊ TRỌNG TẤN - CÔNG TY CỔ PHẦN CAFÉ KATINAT,ĐINH VIỆT HÀ,440 + 440A Lê Trọng Tấn,Tây Thạnh,Tân Phú,,Kinh doanh dịch vụ ăn uống,3028,2023-07-26,,,,,,Ho Chi Minh
3029,,YT,,2023-07-17,2023-08-15,,CÔNG TY TNHH SUẤT ĂN CÔNG NGHIỆP LAN ANH,TRƯƠNG THANH TÂM,"111/27B Tây Lân, Khu phố 7",Bình Trị Đông A,Bình Tân,,Kinh doanh dịch vụ ăn uống,3029,2023-07-27,,,,,,Ho Chi Minh
3030,,NN,,2023-07-18,2023-08-03,,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ BÌNH CHÁNH - XƯỞNG NƯỚC ĐÁ,,"D12/22, tỉnh lộ 10",Bình Trị Đông,Bình Tân,301291715.0,Sản xuất nước đá bảo quản thực phẩm,3030,2023-07-27,,,,,,Ho Chi Minh
3031,,NN,,2023-07-19,2023-08-04,,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI THỦY SẢN SỸ TÂM,,143/49 Phan Anh,Bình Trị Đông,Bình Tân,,Đóng gói thủy sản,3031,2023-07-27,,,,,,Ho Chi Minh
3032,,NN,,2023-07-20,2023-08-04,,CÔNG TY TNHH THỰC PHẨM BÁCH HÓA NAM DƯƠNG,,"1902/5/2/4/7 Lê Văn Lương, Ấp 4",Nhơn Đức,Nhà Bè,316305801.0,"Kinh doanh: rau, củ, quả, thịt, thủy sản",3032,2023-07-27,,,,,,Ho Chi Minh
3033,,YT,,2023-07-19,2023-08-17,,CÔNG TY TNHH HƯƠNG THANH GROUP,TRẦN THỊ KIM CHI,5 Võ Trường Toản,2,Bình Thạnh,,Kinh doanh dịch vụ ăn uống,3033,2023-07-27,,,,,,Ho Chi Minh
3034,,NN,,2023-07-20,2023-08-07,,CÔNG TY CỔ PHẦN NUÔI TRỒNG VÀ CUNG ỨNG THỦY HẢI SẢN ĐỨC THỊNH,,489A/21/78 Huỳnh Văn Bánh,13,Phú Nhuận,309829057.0,"Kinh doanh thịt, thủy sản, rau, củ, quả",3034,2023-07-27,,,,,,Ho Chi Minh
3035,,YT,,2023-07-18,2023-08-16,,CÔNG TY TNHH DỊCH VỤ NHÀ HÀNG MAX,HUỲNH TIẾN,6B Ngô Thời Nhiệm,Võ Thị Sáu,3,,Kinh doanh dịch vụ ăn uống ,3035,2023-07-27,,,,,,Ho Chi Minh
3036,,YT,,2023-07-19,2023-08-16,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHÀ HÀNG HOÀNG LONG,LÊ VĂN ĐỨC,456A Dương Bá Trạc,1,8,,Kinh doanh dịch vụ ăn uống ,3036,2023-07-27,,,,,,Ho Chi Minh
3037,,"CT, NN",,2023-07-19,2023-08-17,,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ BÌNH ĐÔNG,TRẦN LÂM HỒNG,40-54 Tuy Lý Vương,13,8,,"Bán lẻ nhóm sản phẩm theo danh mục; sơ chế, đóng gói: rau, củ, quả",3037,2023-07-27,,,,,,Ho Chi Minh
